Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Community Board,Borough
21367369,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,EAST 6 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21367829,09-05-2011 0:00,09-06-2011 0:00,Taxi and Limousine Commission,Taxi Complaint,,10013,HARRISON STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21367830,09-05-2011 0:00,09-06-2011 0:00,Taxi and Limousine Commission,Taxi Complaint,,10017,GRAND CENTRAL TERMINAL,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21367859,09-05-2011 0:00,09/16/2011 12:00 AM,Department of Parks and Recreation,Damaged Tree,Street,10014,WEST 4 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21367995,09-05-2011 0:00,09-06-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10011,WEST 8 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21368010,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10025,COLUMBUS AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21368183,09-05-2011 0:00,09-05-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10009,EAST 9 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21368431,09-05-2011 0:00,09/20/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Construction Site,10002,BROOME STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21368441,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10030,WEST 144 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21368704,09-05-2011 0:00,09/14/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Commercial Building,10075,EAST 80 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21362949,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10065,MADISON AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21362951,09-03-2011 0:00,09-09-2011 0:00,Department of Environmental Protection,Noise,,10014,BANK STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21362963,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10018,WEST 37 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21362969,09-03-2011 0:00,09/17/2011 12:00 AM,Department of Environmental Protection,Noise,,10011,8 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21362977,09-03-2011 0:00,09/17/2011 12:00 AM,Department of Environmental Protection,Noise,,10013,WEST STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21362982,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10002,MADISON STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21362983,09-03-2011 0:00,09-05-2011 0:00,Department of Environmental Protection,Noise,,10025,BROADWAY,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21362998,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10011,WEST 13 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21363001,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10025,COLUMBUS AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21369444,09-05-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10025,AMSTERDAM AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21372176,09-06-2011 0:00,09/19/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10018,9 AVENUE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21372198,09-06-2011 0:00,09/28/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,Commercial Building,10012,BOND STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21372212,09-06-2011 0:00,10/13/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10011,WEST 16 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21366769,09-03-2011 0:00,09/17/2011 12:00 AM,Department of Buildings,General Construction/Plumbing,,10025,WEST END AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21366771,09-03-2011 0:00,09-06-2011 0:00,Department of Buildings,General Construction/Plumbing,,10128,EAST 95 STREET,NEW YORK,Assigned,08 MANHATTAN,MANHATTAN
21366772,09-04-2011 0:00,09-05-2011 0:00,Department of Buildings,General Construction/Plumbing,,10029,EAST 104 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21366775,09-04-2011 0:00,09-06-2011 0:00,Department of Buildings,General Construction/Plumbing,,10013,HARRISON STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21363566,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10013,HOWARD STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21363868,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10039,ACP BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21363877,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,WEST 134 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21363879,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,WEST 126 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21363888,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Homeless Encampment,Residential Building/House,10025,WEST 108 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21363889,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Homeless Encampment,Residential Building/House,10025,WEST 109 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21363891,09-04-2011 0:00,09/19/2011 12:00 AM,Department of Parks and Recreation,Damaged Tree,Street,10019,WEST 49 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21363893,09-04-2011 0:00,09-04-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10039,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21363897,09-04-2011 0:00,09-06-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10036,8 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21363898,09-04-2011 0:00,09/20/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10002,NORFOLK STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21364524,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10002,ALLEN STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21364528,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Homeless Encampment,Residential Building/House,10003,EAST 13 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21364821,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10012,SULLIVAN STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21364822,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10012,BLEEKER STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21364849,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10012,BLEEKER STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21365142,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10002,GRAND STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21365164,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10034,DYCKMAN STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21365439,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10018,WEST 39 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21365458,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10034,WEST 204 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21365463,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10026,WEST 115 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21365767,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10001,5 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21366060,09-04-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10031,WEST 144 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21371088,09-06-2011 0:00,09-06-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10011,8 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21362271,09-03-2011 0:00,09-07-2011 0:00,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10011,WEST 16 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21363017,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10023,WEST END AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21363023,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10065,EAST 62 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21363033,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10014,BANK STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21363054,09-03-2011 0:00,09-10-2011 0:00,Department of Environmental Protection,Noise,,10028,EAST 83 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21366984,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Homeless Encampment,Residential Building/House,10003,EAST 9 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21366989,09-05-2011 0:00,09-06-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10003,2 AVENUE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21367004,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10033,WADSWORTH AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21367101,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10033,WEST 178 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21367120,09-05-2011 0:00,09/14/2011 12:00 AM,Department of Transportation,Sidewalk Condition,Sidewalk,10035,MADISON AVENUE,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21366401,09-04-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10025,WEST 105 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21366402,09-04-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10025,WEST 105 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21366403,09-04-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10025,WEST 105 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21367528,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10025,BROADWAY,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21367532,09-05-2011 0:00,09-06-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10013,CANAL STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21367890,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10026,8 AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21368041,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,SPRING STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21368051,09-05-2011 0:00,09/21/2011 12:00 AM,Department of Consumer Affairs,Consumer Complaint,,10034,BROADWAY,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21368456,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10009,EAST 6 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21368462,09-05-2011 0:00,09/28/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10040,NAGLE AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21368491,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10002,PIKE STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21368956,09-06-2011 0:00,09-06-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10031,WEST 146 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21368959,09-06-2011 0:00,09-06-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10032,ST NICHOLAS AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21362323,09-03-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10075,EAST 78 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21363066,09-03-2011 0:00,09/17/2011 12:00 AM,Department of Environmental Protection,Noise,,10019,WEST   57 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21363073,09-03-2011 0:00,09/15/2011 12:00 AM,Department of Environmental Protection,Noise,,10025,BROADWAY,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21363075,09-03-2011 0:00,09-06-2011 0:00,Department of Environmental Protection,Air Quality,,10002,ESSEX STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21363083,09-03-2011 0:00,09-06-2011 0:00,Department of Environmental Protection,Air Quality,,10128,EAST 95 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21363095,09-03-2011 0:00,09-03-2011 0:00,Department of Environmental Protection,Water System,,10009,AVENUE A,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21363104,09-03-2011 0:00,09-03-2011 0:00,Department of Environmental Protection,Hazardous Materials,,10040,ELLWOOD STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21369578,09-05-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10025,WEST 107 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21369579,09-05-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10034,NAGLE AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21370131,09-05-2011 0:00,09-08-2011 0:00,Department of Transportation,Street Light Condition,,10012,MAC DOUGAL STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21370132,09-05-2011 0:00,09-08-2011 0:00,Department of Transportation,Street Light Condition,,10036,7 AVENUE,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21370135,09-05-2011 0:00,09-06-2011 0:00,Department of Transportation,Street Light Condition,,10038,JOHN ST,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21370140,09-05-2011 0:00,09-06-2011 0:00,Department of Transportation,Street Light Condition,,10022,MADISON AVE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21370141,09-05-2011 0:00,09-06-2011 0:00,Department of Transportation,Street Light Condition,,10022,MADISON AVE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21370142,09-05-2011 0:00,09-06-2011 0:00,Department of Transportation,Street Light Condition,,10022,MADISON AVE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21370414,09-05-2011 0:00,09-09-2011 0:00,Department of Environmental Protection,Noise,,10013,WHITE STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21370424,09-05-2011 0:00,09/14/2011 12:00 AM,Department of Environmental Protection,Water System,,10001,WEST 32 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21370426,09-05-2011 0:00,09-07-2011 0:00,Department of Environmental Protection,Noise,,10023,WEST 75 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21370445,09-05-2011 0:00,09-07-2011 0:00,Department of Environmental Protection,Water System,,10032,WEST  156 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21370448,09-05-2011 0:00,09-09-2011 0:00,Department of Environmental Protection,Noise,,10022,EAST 55 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21370451,09-05-2011 0:00,09-06-2011 0:00,Department of Environmental Protection,Air Quality,,10009,AVENUE A,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21370718,09-05-2011 0:00,09-09-2011 0:00,Manhattan 04,Litter Basket / Request,Sidewalk,10001,8 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21370719,09-05-2011 0:00,09/14/2011 12:00 AM,A - Manhattan,Other Enforcement,Sidewalk,10036,WEST 46 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21363603,09-04-2011 0:00,10/13/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10011,WEST 24 STREET,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21363915,09-04-2011 0:00,09/26/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,Street,10026,LENOX AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21363928,09-04-2011 0:00,09-06-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10019,WEST 54 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21363937,09-04-2011 0:00,09/15/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10026,WEST 112 STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21364248,09-04-2011 0:00,09-06-2011 0:00,Department of Parks and Recreation,Damaged Tree,Street,10027,AMSTERDAM AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21364261,09-04-2011 0:00,09/29/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Vacant Building,10023,WEST 74 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21364267,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10032,WEST 173 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21364559,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10014,CARMINE STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21364564,09-04-2011 0:00,09-04-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10038,GOLD STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21364567,09-04-2011 0:00,09-04-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10026,WEST 113 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21364577,09-04-2011 0:00,09-04-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10024,WEST 77 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21364582,09-04-2011 0:00,09-04-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21364592,09-04-2011 0:00,09-05-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21364883,09-04-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10003,ST MARKS PLACE,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21364890,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Drinking,Street/Sidewalk,10025,AMSTERDAM AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21365171,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10034,9 AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21365190,09-04-2011 0:00,09/26/2011 12:00 AM,Taxi and Limousine Commission,Taxi Complaint,,10005,WALL STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21365195,09-04-2011 0:00,09-12-2011 0:00,Department of Transportation,Street Sign - Dangling,Street,10011,WASHINGTON SQUARE WEST,NEW YORK,Open,02 MANHATTAN,MANHATTAN
21365501,09-05-2011 0:00,09-09-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10040,HILLSIDE AVENUE,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21365506,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10031,WEST 141 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21365511,09-04-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10035,EAST 127 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21366115,09-04-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10035,EAST 120 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21366130,09-04-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10034,VERMILYEA AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21361699,09-03-2011 0:00,09-03-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10035,EAST 125 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN
21361702,09-03-2011 0:00,09-03-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10034,ACADEMY STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21361708,09-03-2011 0:00,09-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10011,7 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21363118,09-03-2011 0:00,09-03-2011 0:00,Department of Environmental Protection,Sewer,,10128,EAST 93 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21363128,09-03-2011 0:00,09-03-2011 0:00,Department of Environmental Protection,Hazardous Materials,,10036,WEST 44 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21363148,09-03-2011 0:00,09-12-2011 0:00,Department of Environmental Protection,Water System,,10009,AVENUE A,NEW YORK,Closed,03 MANHATTAN,MANHATTAN
21363152,09-03-2011 0:00,09-07-2011 0:00,Department of Environmental Protection,Water System,,10001,WEST 27 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21363166,09-03-2011 0:00,09-12-2011 0:00,Department of Environmental Protection,Air Quality,,10017,LEXINGTON AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN
21367256,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10033,CABRINI BOULEVARD,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21367353,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10003,UNION SQUARE WEST,NEW YORK,Closed,05 MANHATTAN,MANHATTAN
21367407,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10004,STATE STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN
21367412,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,ST NICHLAS AVENUE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21367437,09-05-2011 0:00,09-07-2011 0:00,Department of Health and Mental Hygiene,Beach/Pool/Sauna Complaint,Pool,10039,7 AVENUE,NEW YORK,Closed,10 MANHATTAN,MANHATTAN
21367441,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10032,WEST 164 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21367742,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10032,WEST 161 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21366876,09-04-2011 0:00,09-07-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10023,WEST 71 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21366897,09-04-2011 0:00,09-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Sidewalk,10031,WEST 153 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21366905,09-04-2011 0:00,09-05-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10013,BAXTER STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN
21368279,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10032,ST NICHOLAS PLACE,NEW YORK,Closed,09 MANHATTAN,MANHATTAN
21368295,09-06-2011 0:00,09-06-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21368498,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10032,WEST 156 STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN
21368523,09-05-2011 0:00,09/20/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10007,ELK STREET,NEW YORK,Closed,Unspecified MANHATTAN,MANHATTAN
21368747,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Park,Park/Playground,10065,5 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21368752,09-05-2011 0:00,09-05-2011 0:00,New York City Police Department,Noise - Park,Park/Playground,10023,WEST 73 STREET,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21368763,09-05-2011 0:00,09-06-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10019,8 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21368764,09-05-2011 0:00,09/27/2011 12:00 AM,Department of Information Technology and Telecommunications,Public Payphone Complaint,Street and Sidewalk,10019,8 AVENUE,NEW YORK,Closed,04 MANHATTAN,MANHATTAN
21369187,09-03-2011 0:00,09-04-2011 0:00,Department of Transportation,Street Condition,,10021,1 AVENUE,NEW YORK,Closed,08 MANHATTAN,MANHATTAN
21369218,09-05-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10025,AMSTERDAM AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
21369220,09-05-2011 0:00,09-09-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10025,AMSTERDAM AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN
